NAMASTE_Code,NAMASTE_Display,NAMASTE_Traditional,NAMASTE_System,ICD11_Code,ICD11_Description,Mapping_Confidence,Confidence_Level,Mapping_Method,Last_Updated
AY1939,Cough - Kasa Acute,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY1940,Cold - Pratishyaya,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1941,Hemorrhoids - Arsha Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1942,Urinary Stones - Ashmari Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1943,Jaundice - Kamala Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1944,Leucorrhea - Shweta Pradara Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1945,Impotence - Klaibya Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1946,Gout - Vatarakta Acute,,Unknown,FA25,Gout,0.800,High,Optimized Semantic Matching,2025-09-04
AY1947,Sciatica - Gridhrasi,,Unknown,ME84.3,sciatica,0.800,High,Optimized Semantic Matching,2025-09-04
AY1948,Vertigo - Bhrama Vataja,,Unknown,MB48.0,vertigo,0.800,High,Optimized Semantic Matching,2025-09-04
AY1949,Sinusitis - Dushta Pratishyaya Pittaja,,Unknown,SC91,Nasal sinusitis disorder (TM1),0.700,High,Optimized Semantic Matching,2025-09-04
AY1950,Bronchitis - Kasa Roga Kaphaja,,Unknown,CA20,bronchitis,0.800,High,Optimized Semantic Matching,2025-09-04
AY1951,Fever - Jwara Sannipataja,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
AY1952,Diabetes - Madhumeha Chronic,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
AY1953,Hypertension - Rakta Gata Vata Acute,,Unknown,MC80.0,"elevated bloodpressure reading, without diagnosis of hypertension",0.700,High,Optimized Semantic Matching,2025-09-04
AY1954,Arthritis - Sandhivata,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
AY1955,Asthma - Tamaka Shwasa Vataja,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
AY1956,Migraine - Ardhavabhedaka Pittaja,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
AY1957,Depression - Vishada Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1958,Gastritis - Amlapitta Sannipataja,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
AY1959,Insomnia - Anidra Chronic,,Unknown,7A00,Chronic insomnia,0.400,Low,Optimized Semantic Matching,2025-09-04
AY1960,Constipation - Vibandha Acute,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
AY1961,Obesity - Medoroga,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
AY1962,Anemia - Pandu Vataja,,Unknown,EF20,Acquired malformations of Cutaneous blood vessels,0.700,High,Optimized Semantic Matching,2025-09-04
AY1963,Psoriasis - Kitibha Pittaja,,Unknown,EA90,Psoriasis,0.800,High,Optimized Semantic Matching,2025-09-04
AY1964,Eczema - Vicharchika Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1965,Urticaria - Sheetapitta Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1966,Rheumatism - Amavata Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1967,Epilepsy - Apasmara Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1968,Diarrhea - Atisara,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1969,Cough - Kasa Vataja,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY1970,Cold - Pratishyaya Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1971,Hemorrhoids - Arsha Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1972,Urinary Stones - Ashmari Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1973,Jaundice - Kamala Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1974,Leucorrhea - Shweta Pradara Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1975,Impotence - Klaibya,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1976,Gout - Vatarakta Vataja,,Unknown,FA25,Gout,0.800,High,Optimized Semantic Matching,2025-09-04
AY1977,Sciatica - Gridhrasi Pittaja,,Unknown,ME84.3,sciatica,0.800,High,Optimized Semantic Matching,2025-09-04
AY1978,Vertigo - Bhrama Kaphaja,,Unknown,MB48.0,vertigo,0.800,High,Optimized Semantic Matching,2025-09-04
AY1979,Sinusitis - Dushta Pratishyaya Sannipataja,,Unknown,SC91,Nasal sinusitis disorder (TM1),0.700,High,Optimized Semantic Matching,2025-09-04
AY1980,Bronchitis - Kasa Roga Chronic,,Unknown,CA20,bronchitis,0.800,High,Optimized Semantic Matching,2025-09-04
AY1981,Fever - Jwara Acute,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
AY1982,Diabetes - Madhumeha,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
AY1983,Hypertension - Rakta Gata Vata Vataja,,Unknown,MC80.0,"elevated bloodpressure reading, without diagnosis of hypertension",0.700,High,Optimized Semantic Matching,2025-09-04
AY1984,Arthritis - Sandhivata Pittaja,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
AY1985,Asthma - Tamaka Shwasa Kaphaja,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
AY1986,Migraine - Ardhavabhedaka Sannipataja,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
AY1987,Depression - Vishada Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1988,Gastritis - Amlapitta Acute,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
AY1989,Insomnia - Anidra,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1990,Constipation - Vibandha Vataja,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
AY1991,Obesity - Medoroga Pittaja,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
AY1992,Anemia - Pandu Kaphaja,,Unknown,EF20,Acquired malformations of Cutaneous blood vessels,0.700,High,Optimized Semantic Matching,2025-09-04
AY1993,Psoriasis - Kitibha Sannipataja,,Unknown,EA90,Psoriasis,0.800,High,Optimized Semantic Matching,2025-09-04
AY1994,Eczema - Vicharchika Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1995,Urticaria - Sheetapitta Acute,,Unknown,EB00.0,Acute Urticaria,0.400,Low,Optimized Semantic Matching,2025-09-04
AY1996,Rheumatism - Amavata,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1997,Epilepsy - Apasmara Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1998,Diarrhea - Atisara Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY1999,Cough - Kasa Kaphaja,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY2000,Cold - Pratishyaya Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2001,Hemorrhoids - Arsha Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2002,Urinary Stones - Ashmari Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2003,Jaundice - Kamala,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2004,Leucorrhea - Shweta Pradara Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2005,Impotence - Klaibya Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2006,Gout - Vatarakta Kaphaja,,Unknown,FA25,Gout,0.800,High,Optimized Semantic Matching,2025-09-04
AY2007,Sciatica - Gridhrasi Sannipataja,,Unknown,ME84.3,sciatica,0.800,High,Optimized Semantic Matching,2025-09-04
AY2008,Vertigo - Bhrama Chronic,,Unknown,MB48.0,vertigo,0.800,High,Optimized Semantic Matching,2025-09-04
AY2009,Sinusitis - Dushta Pratishyaya Acute,,Unknown,1E91.41,Acute herpetic geniculate ganglionitis,0.700,High,Optimized Semantic Matching,2025-09-04
AY2010,Bronchitis - Kasa Roga,,Unknown,CA20,bronchitis,0.800,High,Optimized Semantic Matching,2025-09-04
AY2011,Fever - Jwara Vataja,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
AY2012,Diabetes - Madhumeha Pittaja,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
AY2013,Hypertension - Rakta Gata Vata Kaphaja,,Unknown,MC80.0,"elevated bloodpressure reading, without diagnosis of hypertension",0.700,High,Optimized Semantic Matching,2025-09-04
AY2014,Arthritis - Sandhivata Sannipataja,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
AY2015,Asthma - Tamaka Shwasa Chronic,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
AY2016,Migraine - Ardhavabhedaka Acute,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
AY2017,Depression - Vishada,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2018,Gastritis - Amlapitta Vataja,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
AY2019,Insomnia - Anidra Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2020,Constipation - Vibandha Kaphaja,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
AY2021,Obesity - Medoroga Sannipataja,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
AY2022,Anemia - Pandu Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2023,Psoriasis - Kitibha Acute,,Unknown,EA90,Psoriasis,0.800,High,Optimized Semantic Matching,2025-09-04
AY2024,Eczema - Vicharchika,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2025,Urticaria - Sheetapitta Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2026,Rheumatism - Amavata Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2027,Epilepsy - Apasmara Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2028,Diarrhea - Atisara Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2029,Cough - Kasa Chronic,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY2030,Cold - Pratishyaya Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2031,Hemorrhoids - Arsha,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2032,Urinary Stones - Ashmari Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2033,Jaundice - Kamala Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2034,Leucorrhea - Shweta Pradara Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2035,Impotence - Klaibya Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2036,Gout - Vatarakta Chronic,,Unknown,FA25,Gout,0.800,High,Optimized Semantic Matching,2025-09-04
AY2037,Sciatica - Gridhrasi Acute,,Unknown,ME84.3,sciatica,0.800,High,Optimized Semantic Matching,2025-09-04
AY2038,Vertigo - Bhrama,,Unknown,MB48.0,vertigo,0.800,High,Optimized Semantic Matching,2025-09-04
AY2039,Sinusitis - Dushta Pratishyaya Vataja,,Unknown,SC91,Nasal sinusitis disorder (TM1),0.700,High,Optimized Semantic Matching,2025-09-04
AY2040,Bronchitis - Kasa Roga Pittaja,,Unknown,CA20,bronchitis,0.800,High,Optimized Semantic Matching,2025-09-04
AY2041,Fever - Jwara Kaphaja,,Unknown,1C30.2,Typhus fever due to Rickettsia typhi,0.700,High,Optimized Semantic Matching,2025-09-04
AY2042,Diabetes - Madhumeha Sannipataja,,Unknown,5A11,Type 2 diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
AY2043,Hypertension - Rakta Gata Vata Chronic,,Unknown,MC80.0,"elevated bloodpressure reading, without diagnosis of hypertension",0.700,High,Optimized Semantic Matching,2025-09-04
AY2044,Arthritis - Sandhivata Acute,,Unknown,1B41.1Z,"Acute rheumatic endocarditis, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
AY2045,Asthma - Tamaka Shwasa,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
AY2046,Migraine - Ardhavabhedaka Vataja,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
AY2047,Depression - Vishada Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2048,Gastritis - Amlapitta Kaphaja,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
AY2049,Insomnia - Anidra Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2050,Constipation - Vibandha Chronic,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
AY2051,Obesity - Medoroga Acute,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
AY2052,Anemia - Pandu,,Unknown,EF20,Acquired malformations of Cutaneous blood vessels,0.700,High,Optimized Semantic Matching,2025-09-04
AY2053,Psoriasis - Kitibha Vataja,,Unknown,EA90,Psoriasis,0.800,High,Optimized Semantic Matching,2025-09-04
AY2054,Eczema - Vicharchika Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2055,Urticaria - Sheetapitta Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2056,Rheumatism - Amavata Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2057,Epilepsy - Apasmara Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2058,Diarrhea - Atisara Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2059,Cough - Kasa,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY2060,Cold - Pratishyaya Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2061,Hemorrhoids - Arsha Pittaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2062,Urinary Stones - Ashmari Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2063,Jaundice - Kamala Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2064,Leucorrhea - Shweta Pradara Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2065,Impotence - Klaibya Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2066,Gout - Vatarakta,,Unknown,FA25,Gout,0.800,High,Optimized Semantic Matching,2025-09-04
AY2067,Sciatica - Gridhrasi Vataja,,Unknown,ME84.3,sciatica,0.800,High,Optimized Semantic Matching,2025-09-04
AY2068,Vertigo - Bhrama Pittaja,,Unknown,MB48.0,vertigo,0.800,High,Optimized Semantic Matching,2025-09-04
AY2069,Sinusitis - Dushta Pratishyaya Kaphaja,,Unknown,SC91,Nasal sinusitis disorder (TM1),0.700,High,Optimized Semantic Matching,2025-09-04
AY2070,Bronchitis - Kasa Roga Sannipataja,,Unknown,CA20,bronchitis,0.800,High,Optimized Semantic Matching,2025-09-04
AY2071,Fever - Jwara Chronic,,Unknown,1D2Z,"Dengue fever, unspecified",0.700,High,Optimized Semantic Matching,2025-09-04
AY2072,Diabetes - Madhumeha Acute,,Unknown,QA0A.10,special screening examination for diabetes mellitus,0.700,High,Optimized Semantic Matching,2025-09-04
AY2073,Hypertension - Rakta Gata Vata,,Unknown,MC80.0,"elevated bloodpressure reading, without diagnosis of hypertension",0.700,High,Optimized Semantic Matching,2025-09-04
AY2074,Arthritis - Sandhivata Vataja,,Unknown,FA20,Rheumatoid arthritis,0.700,High,Optimized Semantic Matching,2025-09-04
AY2075,Asthma - Tamaka Shwasa Pittaja,,Unknown,CA23,Asthma,0.800,High,Optimized Semantic Matching,2025-09-04
AY2076,Migraine - Ardhavabhedaka Kaphaja,,Unknown,8A80,Migraine,0.800,High,Optimized Semantic Matching,2025-09-04
AY2077,Depression - Vishada Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2078,Gastritis - Amlapitta Chronic,,Unknown,DA42,Gastritis,0.800,High,Optimized Semantic Matching,2025-09-04
AY2079,Insomnia - Anidra Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2080,Constipation - Vibandha,,Unknown,ME05.0,constipation,0.800,High,Optimized Semantic Matching,2025-09-04
AY2081,Obesity - Medoroga Vataja,,Unknown,5B81,Obesity,0.800,High,Optimized Semantic Matching,2025-09-04
AY2082,Anemia - Pandu Pittaja,,Unknown,EF20,Acquired malformations of Cutaneous blood vessels,0.700,High,Optimized Semantic Matching,2025-09-04
AY2083,Psoriasis - Kitibha Kaphaja,,Unknown,EA90,Psoriasis,0.800,High,Optimized Semantic Matching,2025-09-04
AY2084,Eczema - Vicharchika Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2085,Urticaria - Sheetapitta Chronic,,Unknown,EB00.1,Chronic Urticaria,0.400,Low,Optimized Semantic Matching,2025-09-04
AY2086,Rheumatism - Amavata Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2087,Epilepsy - Apasmara,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2088,Diarrhea - Atisara Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2089,Cough - Kasa Pittaja,,Unknown,MD12,cough,0.800,High,Optimized Semantic Matching,2025-09-04
AY2090,Cold - Pratishyaya Kaphaja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2091,Hemorrhoids - Arsha Sannipataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2092,Urinary Stones - Ashmari Chronic,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2093,Jaundice - Kamala Acute,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2094,Leucorrhea - Shweta Pradara,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
AY2095,Impotence - Klaibya Vataja,,Unknown,UNMAPPED,No suitable ICD-11 match found,0.000,No Match,Optimized Semantic Matching,2025-09-04
