NAMASTE_Code,NAMASTE_Display,NAMASTE_Traditional,NAMASTE_System,ICD11_Code,ICD11_Description,Mapping_Confidence,Confidence_Level,Mapping_Method,Medical_System,Last_Updated
AY0547,Depression - Vishada,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0548,Gastritis - Amlapitta Vataja,,Unknown,DA42,Gastritis,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0549,Insomnia - Anidra Pittaja,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0550,Constipation - Vibandha Kaphaja,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0551,Obesity - Medoroga Sannipataja,,Unknown,5B81,Obesity,0.950,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0552,Anemia - Pandu Chronic,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
AY0553,Psoriasis - Kitibha Acute,,Unknown,EA90,Psoriasis,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0554,Eczema - Vicharchika,,Unknown,EA80,Atopic dermatitis,0.950,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0555,Urticaria - Sheetapitta Vataja,,Unknown,EA86,Urticaria,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0556,Rheumatism - Amavata Pittaja,,Unknown,FA20,Rheumatoid arthritis,0.980,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0557,Epilepsy - Apasmara Kaphaja,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0558,Diarrhea - Atisara Sannipataja,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0559,Cough - Kasa Chronic,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0560,Cold - Pratishyaya Acute,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0561,Hemorrhoids - Arsha,,Unknown,DB33,Haemorrhoids,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0562,Urinary Stones - Ashmari Vataja,,Unknown,GC80,Urolithiasis,0.980,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0563,Jaundice - Kamala Pittaja,,Unknown,DB90,Jaundice,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0564,Leucorrhea - Shweta Pradara Kaphaja,,Unknown,GA34,Disorders of menstruation,0.900,Medical Expert,Expert Medical Knowledge,gynecological,2025-09-05
AY0565,Impotence - Klaibya Sannipataja,,Unknown,HA00,Male sexual dysfunction,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0566,Gout - Vatarakta Chronic,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0567,Sciatica - Gridhrasi Acute,,Unknown,8B94,Sciatica,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0568,Vertigo - Bhrama,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0569,Sinusitis - Dushta Pratishyaya Vataja,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0570,Bronchitis - Kasa Roga Pittaja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0571,Fever - Jwara Kaphaja,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
AY0572,Diabetes - Madhumeha Sannipataja,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0573,Hypertension - Rakta Gata Vata Chronic,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
AY0574,Arthritis - Sandhivata Acute,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0575,Asthma - Tamaka Shwasa,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0576,Migraine - Ardhavabhedaka Vataja,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0577,Depression - Vishada Pittaja,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0578,Gastritis - Amlapitta Kaphaja,,Unknown,DA42,Gastritis,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0579,Insomnia - Anidra Sannipataja,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0580,Constipation - Vibandha Chronic,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0581,Obesity - Medoroga Acute,,Unknown,5B81,Obesity,0.950,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0582,Anemia - Pandu,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
AY0583,Psoriasis - Kitibha Vataja,,Unknown,EA90,Psoriasis,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0584,Eczema - Vicharchika Pittaja,,Unknown,EA80,Atopic dermatitis,0.950,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0585,Urticaria - Sheetapitta Kaphaja,,Unknown,EA86,Urticaria,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0586,Rheumatism - Amavata Sannipataja,,Unknown,FA20,Rheumatoid arthritis,0.980,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0587,Epilepsy - Apasmara Chronic,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0588,Diarrhea - Atisara Acute,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0589,Cough - Kasa,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0590,Cold - Pratishyaya Vataja,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0591,Hemorrhoids - Arsha Pittaja,,Unknown,DB33,Haemorrhoids,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0592,Urinary Stones - Ashmari Kaphaja,,Unknown,GC80,Urolithiasis,0.980,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0593,Jaundice - Kamala Sannipataja,,Unknown,DB90,Jaundice,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0594,Leucorrhea - Shweta Pradara Chronic,,Unknown,GA34,Disorders of menstruation,0.900,Medical Expert,Expert Medical Knowledge,gynecological,2025-09-05
AY0595,Impotence - Klaibya Acute,,Unknown,HA00,Male sexual dysfunction,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0596,Gout - Vatarakta,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0597,Sciatica - Gridhrasi Vataja,,Unknown,8B94,Sciatica,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0598,Vertigo - Bhrama Pittaja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0599,Sinusitis - Dushta Pratishyaya Kaphaja,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0600,Bronchitis - Kasa Roga Sannipataja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0601,Fever - Jwara Chronic,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
AY0602,Diabetes - Madhumeha Acute,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0603,Hypertension - Rakta Gata Vata,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
AY0604,Arthritis - Sandhivata Vataja,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0605,Asthma - Tamaka Shwasa Pittaja,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0606,Migraine - Ardhavabhedaka Kaphaja,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0607,Depression - Vishada Sannipataja,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0608,Gastritis - Amlapitta Chronic,,Unknown,DA42,Gastritis,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0609,Insomnia - Anidra Acute,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0610,Constipation - Vibandha,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0611,Obesity - Medoroga Vataja,,Unknown,5B81,Obesity,0.950,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0612,Anemia - Pandu Pittaja,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
AY0613,Psoriasis - Kitibha Kaphaja,,Unknown,EA90,Psoriasis,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0614,Eczema - Vicharchika Sannipataja,,Unknown,EA80,Atopic dermatitis,0.950,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0615,Urticaria - Sheetapitta Chronic,,Unknown,EA86,Urticaria,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0616,Rheumatism - Amavata Acute,,Unknown,FA20,Rheumatoid arthritis,0.980,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0617,Epilepsy - Apasmara,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0618,Diarrhea - Atisara Vataja,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0619,Cough - Kasa Pittaja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0620,Cold - Pratishyaya Kaphaja,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0621,Hemorrhoids - Arsha Sannipataja,,Unknown,DB33,Haemorrhoids,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0622,Urinary Stones - Ashmari Chronic,,Unknown,GC80,Urolithiasis,0.980,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0623,Jaundice - Kamala Acute,,Unknown,DB90,Jaundice,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0624,Leucorrhea - Shweta Pradara,,Unknown,GA34,Disorders of menstruation,0.900,Medical Expert,Expert Medical Knowledge,gynecological,2025-09-05
AY0625,Impotence - Klaibya Vataja,,Unknown,HA00,Male sexual dysfunction,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0626,Gout - Vatarakta Pittaja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0627,Sciatica - Gridhrasi Kaphaja,,Unknown,8B94,Sciatica,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0628,Vertigo - Bhrama Sannipataja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0629,Sinusitis - Dushta Pratishyaya Chronic,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0630,Bronchitis - Kasa Roga Acute,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0631,Fever - Jwara,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
AY0632,Diabetes - Madhumeha Vataja,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0633,Hypertension - Rakta Gata Vata Pittaja,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
AY0634,Arthritis - Sandhivata Kaphaja,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0635,Asthma - Tamaka Shwasa Sannipataja,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0636,Migraine - Ardhavabhedaka Chronic,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0637,Depression - Vishada Acute,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0638,Gastritis - Amlapitta,,Unknown,DA42,Gastritis,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0639,Insomnia - Anidra Vataja,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0640,Constipation - Vibandha Pittaja,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0641,Obesity - Medoroga Kaphaja,,Unknown,5B81,Obesity,0.950,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0642,Anemia - Pandu Sannipataja,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
AY0643,Psoriasis - Kitibha Chronic,,Unknown,EA90,Psoriasis,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0644,Eczema - Vicharchika Acute,,Unknown,EA80,Atopic dermatitis,0.950,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0645,Urticaria - Sheetapitta,,Unknown,EA86,Urticaria,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0646,Rheumatism - Amavata Vataja,,Unknown,FA20,Rheumatoid arthritis,0.980,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0647,Epilepsy - Apasmara Pittaja,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0648,Diarrhea - Atisara Kaphaja,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0649,Cough - Kasa Sannipataja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0650,Cold - Pratishyaya Chronic,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0651,Hemorrhoids - Arsha Acute,,Unknown,DB33,Haemorrhoids,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0652,Urinary Stones - Ashmari,,Unknown,GC80,Urolithiasis,0.980,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0653,Jaundice - Kamala Vataja,,Unknown,DB90,Jaundice,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0654,Leucorrhea - Shweta Pradara Pittaja,,Unknown,GA34,Disorders of menstruation,0.900,Medical Expert,Expert Medical Knowledge,gynecological,2025-09-05
AY0655,Impotence - Klaibya Kaphaja,,Unknown,HA00,Male sexual dysfunction,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0656,Gout - Vatarakta Sannipataja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0657,Sciatica - Gridhrasi Chronic,,Unknown,8B94,Sciatica,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0658,Vertigo - Bhrama Acute,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0659,Sinusitis - Dushta Pratishyaya,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0660,Bronchitis - Kasa Roga Vataja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0661,Fever - Jwara Pittaja,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
AY0662,Diabetes - Madhumeha Kaphaja,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0663,Hypertension - Rakta Gata Vata Sannipataja,,Unknown,BA00,Essential hypertension,0.980,Medical Expert,Expert Medical Knowledge,cardiovascular,2025-09-05
AY0664,Arthritis - Sandhivata Chronic,,Unknown,FA20,Rheumatoid arthritis,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0665,Asthma - Tamaka Shwasa Acute,,Unknown,CA23,Asthma,0.980,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0666,Migraine - Ardhavabhedaka,,Unknown,8A80,Migraine,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0667,Depression - Vishada Vataja,,Unknown,6A70,Single episode depressive disorder,0.950,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0668,Gastritis - Amlapitta Pittaja,,Unknown,DA42,Gastritis,0.950,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0669,Insomnia - Anidra Kaphaja,,Unknown,7A00,Insomnia,0.980,Medical Expert,Expert Medical Knowledge,mental,2025-09-05
AY0670,Constipation - Vibandha Sannipataja,,Unknown,DD92,Constipation,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0671,Obesity - Medoroga Chronic,,Unknown,5B81,Obesity,0.950,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
AY0672,Anemia - Pandu Acute,,Unknown,3A00,Anaemia,0.980,Medical Expert,Expert Medical Knowledge,hematological,2025-09-05
AY0673,Psoriasis - Kitibha,,Unknown,EA90,Psoriasis,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0674,Eczema - Vicharchika Vataja,,Unknown,EA80,Atopic dermatitis,0.950,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0675,Urticaria - Sheetapitta Pittaja,,Unknown,EA86,Urticaria,0.980,Medical Expert,Expert Medical Knowledge,dermatological,2025-09-05
AY0676,Rheumatism - Amavata Kaphaja,,Unknown,FA20,Rheumatoid arthritis,0.980,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0677,Epilepsy - Apasmara Sannipataja,,Unknown,8A61,Epilepsy,0.980,Medical Expert,Expert Medical Knowledge,neurological,2025-09-05
AY0678,Diarrhea - Atisara Chronic,,Unknown,DD91,Diarrhoea,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0679,Cough - Kasa Acute,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0680,Cold - Pratishyaya,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0681,Hemorrhoids - Arsha Vataja,,Unknown,DB33,Haemorrhoids,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0682,Urinary Stones - Ashmari Pittaja,,Unknown,GC80,Urolithiasis,0.980,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0683,Jaundice - Kamala Kaphaja,,Unknown,DB90,Jaundice,0.980,Medical Expert,Expert Medical Knowledge,digestive,2025-09-05
AY0684,Leucorrhea - Shweta Pradara Sannipataja,,Unknown,GA34,Disorders of menstruation,0.900,Medical Expert,Expert Medical Knowledge,gynecological,2025-09-05
AY0685,Impotence - Klaibya Chronic,,Unknown,HA00,Male sexual dysfunction,0.920,Medical Expert,Expert Medical Knowledge,genitourinary,2025-09-05
AY0686,Gout - Vatarakta Acute,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0687,Sciatica - Gridhrasi,,Unknown,8B94,Sciatica,0.950,Medical Expert,Expert Medical Knowledge,musculoskeletal,2025-09-05
AY0688,Vertigo - Bhrama Vataja,,Unknown,MANUAL_REVIEW,Requires manual medical expert review,0.500,Manual Review Required,Flagged for Expert Review,review,2025-09-05
AY0689,Sinusitis - Dushta Pratishyaya Pittaja,,Unknown,CA40,Acute upper respiratory infections,0.920,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0690,Bronchitis - Kasa Roga Kaphaja,,Unknown,MD11,Cough,0.950,Medical Expert,Expert Medical Knowledge,respiratory,2025-09-05
AY0691,Fever - Jwara Sannipataja,,Unknown,MG24,"Fever, unspecified",0.980,Medical Expert,Expert Medical Knowledge,general,2025-09-05
AY0692,Diabetes - Madhumeha Chronic,,Unknown,5A11,Type 2 diabetes mellitus,0.980,Medical Expert,Expert Medical Knowledge,endocrine,2025-09-05
