NAMASTE_Code,NAMASTE_Display,NAMASTE_System,NAMASTE_Definition,ICD11_TM2_Code,ICD11_TM2_Display,ICD11_TM2_Category,Equivalence_Type,Mapping_Accuracy,Clinical_Validation,Traditional_Name_Sanskrit,Traditional_Name_Arabic,Traditional_Name_Tamil
AY2171,Obesity - Medoroga,Ayurveda,Obesity condition with traditional Ayurvedic understanding,5B81,Obesity,Endocrine,equivalent,97.4,approved,मेदोरोग,,
AY2172,Anemia - Pandu Vataja,Ayurveda,Anemia condition with traditional Ayurvedic understanding Vataja,3A00,Iron deficiency anaemia,Blood,equivalent,95.4,approved,पाण्डु,,
AY2173,Psoriasis - Kitibha Pittaja,Ayurveda,Psoriasis condition with traditional Ayurvedic understanding Pittaja,EA90,Psoriasis,Dermatological,equivalent,96.6,approved,कितिभ,,
AY2174,Eczema - Vicharchika Kaphaja,Ayurveda,Eczema condition with traditional Ayurvedic understanding Kaphaja,EA80,Atopic dermatitis,Dermatological,equivalent,97.5,approved,विचर्चिका,,
AY2175,Urticaria - Sheetapitta Sannipataja,Ayurveda,Urticaria condition with traditional Ayurvedic understanding Sannipataja,EB01,Acute urticaria,Dermatological,equivalent,97.6,approved,शीतपित्त,,
AY2176,Rheumatism - Amavata Chronic,Ayurveda,Rheumatism condition with traditional Ayurvedic understanding Chronic,FA20,Rheumatoid arthritis,Musculoskeletal,equivalent,97.7,approved,आमवात,,
AY2177,Epilepsy - Apasmara Acute,Ayurveda,Epilepsy condition with traditional Ayurvedic understanding Acute,8A61,Epilepsy,Neurological,equivalent,95.2,approved,अपस्मार,,
AY2178,Diarrhea - Atisara,Ayurveda,Diarrhea condition with traditional Ayurvedic understanding,1E10,Diarrhoea,Digestive,equivalent,95.9,approved,अतिसार,,
AY2179,Cough - Kasa Vataja,Ayurveda,Cough condition with traditional Ayurvedic understanding Vataja,MD11,Cough,Respiratory,equivalent,97.1,approved,कास,,
AY2180,Cold - Pratishyaya Pittaja,Ayurveda,Cold condition with traditional Ayurvedic understanding Pittaja,CA00,Common cold,Respiratory,equivalent,97.4,approved,प्रतिश्याय,,
AY2181,Hemorrhoids - Arsha Kaphaja,Ayurveda,Hemorrhoids condition with traditional Ayurvedic understanding Kaphaja,DB31,Haemorrhoids,Digestive,equivalent,95.8,approved,अर्श,,
AY2182,Urinary Stones - Ashmari Sannipataja,Ayurveda,Urinary Stones condition with traditional Ayurvedic understanding Sannipataja,GC01,Kidney stone,Genitourinary,equivalent,96.1,approved,अश्मरी,,
AY2183,Jaundice - Kamala Chronic,Ayurveda,Jaundice condition with traditional Ayurvedic understanding Chronic,DB90,Hepatitis unspecified,Digestive,equivalent,97.4,approved,कामला,,
AY2184,Leucorrhea - Shweta Pradara Acute,Ayurveda,Leucorrhea condition with traditional Ayurvedic understanding Acute,GC08,Vaginal discharge,Genitourinary,equivalent,95.7,approved,श्वेत प्रदर,,
AY2185,Impotence - Klaibya,Ayurveda,Impotence condition with traditional Ayurvedic understanding,HA01,Erectile dysfunction,Genitourinary,equivalent,97.0,approved,क्लैब्य,,
AY2186,Gout - Vatarakta Vataja,Ayurveda,Gout condition with traditional Ayurvedic understanding Vataja,FA25,Gout,Musculoskeletal,equivalent,95.2,approved,वातरक्त,,
AY2187,Sciatica - Gridhrasi Pittaja,Ayurveda,Sciatica condition with traditional Ayurvedic understanding Pittaja,8B93,Sciatica,Neurological,equivalent,96.4,approved,गृध्रसी,,
AY2188,Vertigo - Bhrama Kaphaja,Ayurveda,Vertigo condition with traditional Ayurvedic understanding Kaphaja,MB48,Vertigo,Neurological,equivalent,95.6,approved,भ्रम,,
AY2189,Sinusitis - Dushta Pratishyaya Sannipataja,Ayurveda,Sinusitis condition with traditional Ayurvedic understanding Sannipataja,CA11,Sinusitis,Respiratory,equivalent,96.1,approved,दुष्ट प्रतिश्याय,,
AY2190,Bronchitis - Kasa Roga Chronic,Ayurveda,Bronchitis condition with traditional Ayurvedic understanding Chronic,CA40,Bronchitis,Respiratory,equivalent,96.1,approved,कास रोग,,
AY2191,Fever - Jwara Acute,Ayurveda,Fever condition with traditional Ayurvedic understanding Acute,MG30.0,Fever unspecified,Symptoms,equivalent,97.9,approved,ज्वर,,
AY2192,Diabetes - Madhumeha,Ayurveda,Diabetes condition with traditional Ayurvedic understanding,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,96.2,approved,मधुमेह,,
AY2193,Hypertension - Rakta Gata Vata Vataja,Ayurveda,Hypertension condition with traditional Ayurvedic understanding Vataja,BA00,Essential hypertension,Circulatory,equivalent,97.0,approved,रक्तगत वात,,
AY2194,Arthritis - Sandhivata Pittaja,Ayurveda,Arthritis condition with traditional Ayurvedic understanding Pittaja,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,97.2,approved,संधिवात,,
AY2195,Asthma - Tamaka Shwasa Kaphaja,Ayurveda,Asthma condition with traditional Ayurvedic understanding Kaphaja,CA23,Asthma,Respiratory,equivalent,97.5,approved,तमक श्वास,,
AY2196,Migraine - Ardhavabhedaka Sannipataja,Ayurveda,Migraine condition with traditional Ayurvedic understanding Sannipataja,8A80,Migraine,Neurological,equivalent,96.8,approved,अर्धावभेदक,,
AY2197,Depression - Vishada Chronic,Ayurveda,Depression condition with traditional Ayurvedic understanding Chronic,6A70,Single episode depressive disorder,Mental,equivalent,95.8,approved,विषाद,,
AY2198,Gastritis - Amlapitta Acute,Ayurveda,Gastritis condition with traditional Ayurvedic understanding Acute,DA60,Gastritis,Digestive,equivalent,96.4,approved,अम्लपित्त,,
AY2199,Insomnia - Anidra,Ayurveda,Insomnia condition with traditional Ayurvedic understanding,7A00,Insomnia,Sleep,equivalent,96.0,approved,अनिद्रा,,
AY2200,Constipation - Vibandha Vataja,Ayurveda,Constipation condition with traditional Ayurvedic understanding Vataja,ME05,Constipation,Digestive,equivalent,95.1,approved,विबन्ध,,
AY2201,Obesity - Medoroga Pittaja,Ayurveda,Obesity condition with traditional Ayurvedic understanding Pittaja,5B81,Obesity,Endocrine,equivalent,96.8,approved,मेदोरोग,,
AY2202,Anemia - Pandu Kaphaja,Ayurveda,Anemia condition with traditional Ayurvedic understanding Kaphaja,3A00,Iron deficiency anaemia,Blood,equivalent,97.7,approved,पाण्डु,,
AY2203,Psoriasis - Kitibha Sannipataja,Ayurveda,Psoriasis condition with traditional Ayurvedic understanding Sannipataja,EA90,Psoriasis,Dermatological,equivalent,97.3,approved,कितिभ,,
AY2204,Eczema - Vicharchika Chronic,Ayurveda,Eczema condition with traditional Ayurvedic understanding Chronic,EA80,Atopic dermatitis,Dermatological,equivalent,96.5,approved,विचर्चिका,,
AY2205,Urticaria - Sheetapitta Acute,Ayurveda,Urticaria condition with traditional Ayurvedic understanding Acute,EB01,Acute urticaria,Dermatological,equivalent,96.7,approved,शीतपित्त,,
AY2206,Rheumatism - Amavata,Ayurveda,Rheumatism condition with traditional Ayurvedic understanding,FA20,Rheumatoid arthritis,Musculoskeletal,equivalent,95.1,approved,आमवात,,
AY2207,Epilepsy - Apasmara Vataja,Ayurveda,Epilepsy condition with traditional Ayurvedic understanding Vataja,8A61,Epilepsy,Neurological,equivalent,95.2,approved,अपस्मार,,
AY2208,Diarrhea - Atisara Pittaja,Ayurveda,Diarrhea condition with traditional Ayurvedic understanding Pittaja,1E10,Diarrhoea,Digestive,equivalent,97.1,approved,अतिसार,,
AY2209,Cough - Kasa Kaphaja,Ayurveda,Cough condition with traditional Ayurvedic understanding Kaphaja,MD11,Cough,Respiratory,equivalent,97.5,approved,कास,,
AY2210,Cold - Pratishyaya Sannipataja,Ayurveda,Cold condition with traditional Ayurvedic understanding Sannipataja,CA00,Common cold,Respiratory,equivalent,97.1,approved,प्रतिश्याय,,
AY2211,Hemorrhoids - Arsha Chronic,Ayurveda,Hemorrhoids condition with traditional Ayurvedic understanding Chronic,DB31,Haemorrhoids,Digestive,equivalent,95.8,approved,अर्श,,
AY2212,Urinary Stones - Ashmari Acute,Ayurveda,Urinary Stones condition with traditional Ayurvedic understanding Acute,GC01,Kidney stone,Genitourinary,equivalent,96.3,approved,अश्मरी,,
AY2213,Jaundice - Kamala,Ayurveda,Jaundice condition with traditional Ayurvedic understanding,DB90,Hepatitis unspecified,Digestive,equivalent,95.8,approved,कामला,,
AY2214,Leucorrhea - Shweta Pradara Vataja,Ayurveda,Leucorrhea condition with traditional Ayurvedic understanding Vataja,GC08,Vaginal discharge,Genitourinary,equivalent,97.7,approved,श्वेत प्रदर,,
AY2215,Impotence - Klaibya Pittaja,Ayurveda,Impotence condition with traditional Ayurvedic understanding Pittaja,HA01,Erectile dysfunction,Genitourinary,equivalent,95.1,approved,क्लैब्य,,
AY2216,Gout - Vatarakta Kaphaja,Ayurveda,Gout condition with traditional Ayurvedic understanding Kaphaja,FA25,Gout,Musculoskeletal,equivalent,97.6,approved,वातरक्त,,
AY2217,Sciatica - Gridhrasi Sannipataja,Ayurveda,Sciatica condition with traditional Ayurvedic understanding Sannipataja,8B93,Sciatica,Neurological,equivalent,97.9,approved,गृध्रसी,,
AY2218,Vertigo - Bhrama Chronic,Ayurveda,Vertigo condition with traditional Ayurvedic understanding Chronic,MB48,Vertigo,Neurological,equivalent,95.7,approved,भ्रम,,
AY2219,Sinusitis - Dushta Pratishyaya Acute,Ayurveda,Sinusitis condition with traditional Ayurvedic understanding Acute,CA11,Sinusitis,Respiratory,equivalent,97.6,approved,दुष्ट प्रतिश्याय,,
AY2220,Bronchitis - Kasa Roga,Ayurveda,Bronchitis condition with traditional Ayurvedic understanding,CA40,Bronchitis,Respiratory,equivalent,96.9,approved,कास रोग,,
AY2221,Fever - Jwara Vataja,Ayurveda,Fever condition with traditional Ayurvedic understanding Vataja,MG30.0,Fever unspecified,Symptoms,equivalent,95.3,approved,ज्वर,,
AY2222,Diabetes - Madhumeha Pittaja,Ayurveda,Diabetes condition with traditional Ayurvedic understanding Pittaja,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,95.4,approved,मधुमेह,,
AY2223,Hypertension - Rakta Gata Vata Kaphaja,Ayurveda,Hypertension condition with traditional Ayurvedic understanding Kaphaja,BA00,Essential hypertension,Circulatory,equivalent,97.4,approved,रक्तगत वात,,
AY2224,Arthritis - Sandhivata Sannipataja,Ayurveda,Arthritis condition with traditional Ayurvedic understanding Sannipataja,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,95.3,approved,संधिवात,,
AY2225,Asthma - Tamaka Shwasa Chronic,Ayurveda,Asthma condition with traditional Ayurvedic understanding Chronic,CA23,Asthma,Respiratory,equivalent,95.2,approved,तमक श्वास,,
AY2226,Migraine - Ardhavabhedaka Acute,Ayurveda,Migraine condition with traditional Ayurvedic understanding Acute,8A80,Migraine,Neurological,equivalent,95.8,approved,अर्धावभेदक,,
AY2227,Depression - Vishada,Ayurveda,Depression condition with traditional Ayurvedic understanding,6A70,Single episode depressive disorder,Mental,equivalent,96.4,approved,विषाद,,
AY2228,Gastritis - Amlapitta Vataja,Ayurveda,Gastritis condition with traditional Ayurvedic understanding Vataja,DA60,Gastritis,Digestive,equivalent,97.2,approved,अम्लपित्त,,
AY2229,Insomnia - Anidra Pittaja,Ayurveda,Insomnia condition with traditional Ayurvedic understanding Pittaja,7A00,Insomnia,Sleep,equivalent,95.6,approved,अनिद्रा,,
AY2230,Constipation - Vibandha Kaphaja,Ayurveda,Constipation condition with traditional Ayurvedic understanding Kaphaja,ME05,Constipation,Digestive,equivalent,96.7,approved,विबन्ध,,
AY2231,Obesity - Medoroga Sannipataja,Ayurveda,Obesity condition with traditional Ayurvedic understanding Sannipataja,5B81,Obesity,Endocrine,equivalent,96.6,approved,मेदोरोग,,
AY2232,Anemia - Pandu Chronic,Ayurveda,Anemia condition with traditional Ayurvedic understanding Chronic,3A00,Iron deficiency anaemia,Blood,equivalent,96.3,approved,पाण्डु,,
AY2233,Psoriasis - Kitibha Acute,Ayurveda,Psoriasis condition with traditional Ayurvedic understanding Acute,EA90,Psoriasis,Dermatological,equivalent,95.7,approved,कितिभ,,
AY2234,Eczema - Vicharchika,Ayurveda,Eczema condition with traditional Ayurvedic understanding,EA80,Atopic dermatitis,Dermatological,equivalent,96.2,approved,विचर्चिका,,
AY2235,Urticaria - Sheetapitta Vataja,Ayurveda,Urticaria condition with traditional Ayurvedic understanding Vataja,EB01,Acute urticaria,Dermatological,equivalent,96.2,approved,शीतपित्त,,
AY2236,Rheumatism - Amavata Pittaja,Ayurveda,Rheumatism condition with traditional Ayurvedic understanding Pittaja,FA20,Rheumatoid arthritis,Musculoskeletal,equivalent,97.3,approved,आमवात,,
AY2237,Epilepsy - Apasmara Kaphaja,Ayurveda,Epilepsy condition with traditional Ayurvedic understanding Kaphaja,8A61,Epilepsy,Neurological,equivalent,96.5,approved,अपस्मार,,
AY2238,Diarrhea - Atisara Sannipataja,Ayurveda,Diarrhea condition with traditional Ayurvedic understanding Sannipataja,1E10,Diarrhoea,Digestive,equivalent,97.5,approved,अतिसार,,
AY2239,Cough - Kasa Chronic,Ayurveda,Cough condition with traditional Ayurvedic understanding Chronic,MD11,Cough,Respiratory,equivalent,96.2,approved,कास,,
AY2240,Cold - Pratishyaya Acute,Ayurveda,Cold condition with traditional Ayurvedic understanding Acute,CA00,Common cold,Respiratory,equivalent,95.8,approved,प्रतिश्याय,,
AY2241,Hemorrhoids - Arsha,Ayurveda,Hemorrhoids condition with traditional Ayurvedic understanding,DB31,Haemorrhoids,Digestive,equivalent,96.8,approved,अर्श,,
AY2242,Urinary Stones - Ashmari Vataja,Ayurveda,Urinary Stones condition with traditional Ayurvedic understanding Vataja,GC01,Kidney stone,Genitourinary,equivalent,95.6,approved,अश्मरी,,
AY2243,Jaundice - Kamala Pittaja,Ayurveda,Jaundice condition with traditional Ayurvedic understanding Pittaja,DB90,Hepatitis unspecified,Digestive,equivalent,96.1,approved,कामला,,
AY2244,Leucorrhea - Shweta Pradara Kaphaja,Ayurveda,Leucorrhea condition with traditional Ayurvedic understanding Kaphaja,GC08,Vaginal discharge,Genitourinary,equivalent,95.5,approved,श्वेत प्रदर,,
AY2245,Impotence - Klaibya Sannipataja,Ayurveda,Impotence condition with traditional Ayurvedic understanding Sannipataja,HA01,Erectile dysfunction,Genitourinary,equivalent,95.8,approved,क्लैब्य,,
AY2246,Gout - Vatarakta Chronic,Ayurveda,Gout condition with traditional Ayurvedic understanding Chronic,FA25,Gout,Musculoskeletal,equivalent,95.0,approved,वातरक्त,,
AY2247,Sciatica - Gridhrasi Acute,Ayurveda,Sciatica condition with traditional Ayurvedic understanding Acute,8B93,Sciatica,Neurological,equivalent,94.6,approved,गृध्रसी,,
AY2248,Vertigo - Bhrama,Ayurveda,Vertigo condition with traditional Ayurvedic understanding,MB48,Vertigo,Neurological,equivalent,93.9,approved,भ्रम,,
AY2249,Sinusitis - Dushta Pratishyaya Vataja,Ayurveda,Sinusitis condition with traditional Ayurvedic understanding Vataja,CA11,Sinusitis,Respiratory,equivalent,92.3,approved,दुष्ट प्रतिश्याय,,
AY2250,Bronchitis - Kasa Roga Pittaja,Ayurveda,Bronchitis condition with traditional Ayurvedic understanding Pittaja,CA40,Bronchitis,Respiratory,equivalent,94.2,approved,कास रोग,,
AY2251,Fever - Jwara Kaphaja,Ayurveda,Fever condition with traditional Ayurvedic understanding Kaphaja,MG30.0,Fever unspecified,Symptoms,equivalent,93.3,approved,ज्वर,,
AY2252,Diabetes - Madhumeha Sannipataja,Ayurveda,Diabetes condition with traditional Ayurvedic understanding Sannipataja,5A11,Type 2 diabetes mellitus,Endocrine,equivalent,91.3,approved,मधुमेह,,
AY2253,Hypertension - Rakta Gata Vata Chronic,Ayurveda,Hypertension condition with traditional Ayurvedic understanding Chronic,BA00,Essential hypertension,Circulatory,equivalent,93.6,approved,रक्तगत वात,,
AY2254,Arthritis - Sandhivata Acute,Ayurveda,Arthritis condition with traditional Ayurvedic understanding Acute,FB56.0,Joint pain unspecified,Musculoskeletal,equivalent,92.6,approved,संधिवात,,
AY2255,Asthma - Tamaka Shwasa,Ayurveda,Asthma condition with traditional Ayurvedic understanding,CA23,Asthma,Respiratory,equivalent,91.2,approved,तमक श्वास,,
AY2256,Migraine - Ardhavabhedaka Vataja,Ayurveda,Migraine condition with traditional Ayurvedic understanding Vataja,8A80,Migraine,Neurological,equivalent,92.5,approved,अर्धावभेदक,,
AY2257,Depression - Vishada Pittaja,Ayurveda,Depression condition with traditional Ayurvedic understanding Pittaja,6A70,Single episode depressive disorder,Mental,equivalent,94.2,approved,विषाद,,
AY2258,Gastritis - Amlapitta Kaphaja,Ayurveda,Gastritis condition with traditional Ayurvedic understanding Kaphaja,DA60,Gastritis,Digestive,equivalent,92.6,approved,अम्लपित्त,,
